MGI.symbol,HGNC.symbol
Pramel13,PRAMEF7
Pramel13,PRAMEF8
Adk,ADK
Gm23191,RNU6-656P
Tmem17,TMEM17
Ice2,ICE2
Pnn,PNN
Abcc2,ABCC2
Enho,ENHO
Rasa1,RASA1
Mmd,MMD
Lgals12,LGALS12
Def6,DEF6
Nodal,NODAL
Aldh7a1,ALDH7A1
Hsf5,HSF5
Bsnd,BSND
Mycbpap,MYCBPAP
Iqcm,IQCM
Scgb3a1,SCGB3A1
Gabra1,GABRA1
Crisp1,CRISP3
Mia2,CTAGE6
Thoc6,THOC6
Dmxl2,DMXL2
Gm26038,RNU6-686P
Ccdc102a,CCDC102A
Tmx2,TMX2
Mir30a,MIR30A
Ccdc8,CCDC8
Mrgpra4,MRGPRX4
Dpep2nb,DPEP2NB
B4galt7,B4GALT7
Entr1,ENTR1
Jazf1,JAZF1
Kifc3,KIFC3
Gfpt2,GFPT2
Pabpn1l,PABPN1L
Basp1,BASP1
Svopl,SVOPL
Dlx5,DLX5
Pard3,PARD3
Fstl1,FSTL1
Atp6v1fnb,ATP6V1FNB
Tmem88,TMEM88
Trav8d-2,TRAV17
Ankrd53,ANKRD53
Ly6g6f,LY6G6F
Fam181b,FAM181B
D130043K22Rik,KIAA0319
Brms1l,BRMS1L
Rnf216,RNF216
Dpysl3,DPYSL3
Tmem130,TMEM130
Lrriq1,LRRIQ1
Gm25049,RNU6-1186P
Gm45234,ATN1
Sumf1,SUMF1
Serpind1,SERPIND1
St3gal4,ST3GAL4
Cuedc2,CUEDC2
Man2a2,MAN2A2
Nox3,NOX3
Akap13,AKAP13
Csgalnact2,CSGALNACT2
Kank1,KANK1
Rapsn,RAPSN
Ube2v1,UBE2V1
Papola,PAPOLA
Ptpa,PTPA
Omd,OMD
Gm25687,RN7SL253P
Gm25687,RN7SL435P
Gm25687,RN7SL7P
Gm25687,RN7SL494P
Gm25687,RN7SL483P
Gm25687,RN7SL396P
Gm25687,RN7SL150P
Dock7,DOCK7
Mrgpra2b,MRGPRX4
Slc20a2,SLC20A2
Trav13-5,TRAV22
Gm29644,SPIN2A
Dnaaf1,DNAAF1
Cox4i1,COX4I1
Gm24569,RNU6-194P
Mir30b,MIR30B
Tex13c1,TEX13D
Zfta,ZFTA
Kcnip3,KCNIP3
Gm45337,KRTAP5-6
Sqstm1,SQSTM1
Podxl,PODXL
Nbr1,NBR1
Ppid,PPID
Neil3,NEIL3
Ear14,RNASE3
Col8a1,COL8A1
Lpar2,LPAR2
Ftl1-ps1,FTL
Rbpms2,RBPMS2
Tnfsf10,TNFSF10
D17H6S53E,C6orf47
Ube2d2a,UBE2D3
Pdcl3,PDCL3
Cdh11,CDH11
Vps37d,VPS37D
Esrp2,ESRP2
Cebpb,CEBPB
Calm5,CALML5
Rabggta,RABGGTA
Gtf2h2,GTF2H2
Slc28a1,SLC28A1
H2-M10.1,HLA-E
Arl6,ARL6
Pank3,PANK3
Nat2,NAT1
Tctn3,TCTN3
Tmem242,TMEM242
Kctd4,KCTD4
Cabp4,CABP4
St3gal1,ST3GAL1
D430019H16Rik,C14orf132
Gm25129,SNORA60
Nrn1l,NRN1L
Upk3bl,POLR2J3
Upk3bl,UPK3BL1
Upk3bl,UPK3BL2
Trav3n-3,TRAV5
Rarres2,RARRES2
Tshz3,TSHZ3
Mir335,MIR335
Arhgap25,ARHGAP25
Gm3286,PRAMEF18
Gm3286,PRAMEF2
Gm3286,PRAMEF4
Gm3286,PRAMEF13
Gm3286,PRAMEF10
Gm3286,PRAMEF11
Gm3286,PRAMEF1
Gm3286,PRAMEF6
Gm3286,PRAMEF5
Gm3286,PRAMEF33
Gm3286,PRAMEF7
Gm3286,PRAMEF8
Mrpl32,MRPL32
Mlxip,MLXIP
Adam25,ADAM20
Slc12a9,SLC12A9
Insig1,INSIG1
Plet1,PLET1
Ephb4,EPHB4
Dync1h1,DYNC1H1
Fcho2,FCHO2
Tgm6,TGM6
Myoz2,MYOZ2
Agbl3,AGBL3
Myo1f,MYO1F
Npnt,NPNT
Frrs1l,FRRS1L
Gm25450,RNU6-842P
Fezf2,FEZF2
1190005I06Rik,C16orf74
Trip11,TRIP11
Rdh10,RDH10
Cst11,CST11
Ercc6,ERCC6
Spopfm3,SPOP
Brms1,BRMS1
Surf1,SURF1
Magea13,MAGEB4
Magea13,MAGEA4
Magea13,MAGEA2B
Magea13,MAGEA12
Magea13,MAGEA2
Abca1,ABCA1
Nqo1,NQO1
Cd8b1,CD8B
Clip2,CLIP2
Ctsf,CTSF
Cdca8,CDCA8
Rnu6-ps2,RNU6-295P
Fam180a,FAM180A
1700010I14Rik,C6orf118
Mal2,MAL2
Sod2,SOD2
Tmem132e,TMEM132E
Arfip1,ARFIP1
Ppp4c,PPP4C
Magel2,MAGEL2
Ckmt2,CKMT2
Gal3st4,GAL3ST4
Nkx1-1,NKX1-1
C1ql2,C1QL2
Klk1b16,KLK2
Klk1b16,KLK1
Atl1,ATL1
Phf11d,PHF11
Aebp1,AEBP1
Uggt1,UGGT1
Irx6,IRX6
Syne2,SYNE2
Gm24521,RNU6-532P
Gm23141,SNORD116-5
Gm23141,SNORD116-1
Gm23141,SNORD116-3
Tox4,TOX4
Det1,DET1
Med6,MED6
Sdr9c7,SDR9C7
Il7,IL7
Ighv3-3,IGHV4-39
Ighv3-3,IGHV4-59
Ighv3-3,IGHV4-4
Ighv3-3,IGHV4-61
Kansl1l,KANSL1L
Gm24668,RNU6-645P
Spryd4,SPRYD4
Tagln2,TAGLN2
Chrnb2,CHRNB2
Spag17,SPAG17
Gng2,GNG2
Miga1,MIGA1
Mex3d,MEX3D
Kng1,KNG1
Cpne7,CPNE7
Tex19.2,TEX19
Defb15,DEFB134
Nudt21,NUDT21
Gm12789,PRAMEF12
Gm12789,PRAMEF15
Gm12789,PRAMEF14
Gm12789,PRAMEF19
Gm12789,PRAMEF17
Gm12789,PRAMEF20
Gm12789,PRAMEF27
Gm12789,PRAMEF25
Gm12789,PRAMEF9
Gm12789,PRAMEF26
Eif2ak2,EIF2AK2
Skp2,SKP2
Gm24499,RNU6-1127P
Crocc2,CROCC2
Vill,VILL
Zfp457,ZNF736
Zfp457,ZNF678
Zfp457,ZNF695
Zfp457,ZNF738
Zfp457,ZNF681
Rps27rt,RPS27
Mogat1,MOGAT1
Ppp1r13l,PPP1R13L
Tyw1,TYW1B
Tyw1,TYW1
Hoxb3,HOXB3
Tnfaip6,TNFAIP6
Tlr5,TLR5
Stambp,STAMBP
Stat5a,STAT5A
Prelid1,PRELID1
Kbtbd11,KBTBD11
Brat1,BRAT1
Slc2a1,SLC2A1
Zranb2,ZRANB2
Gm24285,RNU6-700P
Gm24285,RNU6-1297P
Nr1i2,NR1I2
Ddx59,DDX59
0610010K14Rik,RNASEK-C17orf49
0610010K14Rik,C17orf49
Cartpt,CARTPT
Mfsd11,MFSD11
Dis3l,DIS3L
Zfp541,ZNF541
Sypl2,SYPL2
Mphosph9,MPHOSPH9
Milr1,MILR1
Zfp109,ZNF233
Tnrc18,TNRC18
Cript,CRIPT
Enah,ENAH
Rpl27a,RPL27A
Tdrd1,TDRD1
Rabl2,RABL2A
Nwd1,NWD1
Rps9,RPS9
Sprr2d,SPRR2A
Rnd3,RND3
Ppt1,PPT1
Kdm1a,KDM1A
Qrich2,QRICH2
Gm4307,ALYREF
Trim25,TRIM25
Lhx8,LHX8
Ppp1r1c,PPP1R1C
Rbmxl1,RBMXL1
Ddah1,DDAH1
Slc25a35,SLC25A35
Foxi1,FOXI1
Ccdc66,CCDC66
Zfp526,ZNF526
S100a1,S100A1
Mogs,MOGS
Snord42b,SNORD42B
Acaa1b,ACAA1
Zeb2,ZEB2
Slc9a5,SLC9A5
Ddit3,DDIT3
Nkd2,NKD2
Ugt1a2,UGT1A4
Ugt1a2,UGT1A3
Ugt1a2,UGT1A5
Aldh9a1,ALDH9A1
Klk1,KLK3
Dync2h1,DYNC2H1
Rpl4,RPL4
Adgrb2,ADGRB2
Ghsr,GHSR
Zfp493,ZNF429
Ntng1,NTNG1
Snord94,SNORD94
Atp5d,ATP5F1D
Mff,MFF
Lamc1,LAMC1
4930523C07Rik,KIAA0040
Scube2,SCUBE2
Agt,AGT
Smpd4,SMPD4
Fam167b,FAM167B
Htr1a,HTR1A
Crbn,CRBN
Adgrg7,ADGRG7
Fbxw28,FBXW12
Ston1,STON1
Adamts9,ADAMTS9
Dedd2,DEDD2
Dock2,DOCK2
S1pr5,S1PR5
Uhmk1,UHMK1
Styxl1,STYXL1
Impdh2,IMPDH2
Fcrl1,FCRL1
Mast4,MAST4
Dynlt5,DYNLT5
Orc2,ORC2
Dnajb8,DNAJB8
Abca8b,ABCA8
St3gal6,ST3GAL6
Vit,VIT
Slc30a10,SLC30A10
Washc2,WASHC2C
Daw1,DAW1
Itpkb,ITPKB
Unc13a,UNC13A
Lamtor4,LAMTOR4
Vmn1r29,VN1R5
Disc1,DISC1
Rgma,RGMA
Bsg,BSG
Gm25806,RNU4-88P
Gm24036,RNU1-155P
Gm24036,RNVU1-23
Krt36,KRT36
Anapc15-ps,ANAPC15
Ackr2,ACKR2
Cpa3,CPA3
Dcp1a,DCP1A
Hs3st3b1,HS3ST3B1
Colgalt1,COLGALT1
Trp53bp2,TP53BP2
1700067K01Rik,C19orf67
Paqr6,PAQR6
Trmt12,TRMT12
Tfdp2,TFDP2
Acot6,ACOT6
Ggcx,GGCX
Vgll4,VGLL4
Ooep,OOEP
Trhr,TRHR
Spata22,SPATA22
Trip12,TRIP12
Wwp2,WWP2
F13b,F13B
Hic1,HIC1
Akap7,AKAP7
Oog2,PRAMEF12
Oog2,PRAMEF15
Oog2,PRAMEF14
Oog2,PRAMEF19
Oog2,PRAMEF17
Oog2,PRAMEF20
Oog2,PRAMEF27
Oog2,PRAMEF25
Oog2,PRAMEF9
Oog2,PRAMEF26
Calr,CALR
Apobr,APOBR
Raph1,RAPH1
Ptdss2,PTDSS2
Zfp319,ZNF319
Rbm4b,RBM4B
Zfp738,ZNF736
Zfp738,ZNF678
Zfp738,ZNF695
Zfp738,ZNF738
Zfp738,ZNF681
Mrps14,MRPS14
Mgl2,CLEC10A
Depdc1a,DEPDC1
Traf5,TRAF5
Trim17,TRIM17
Eml5,EML5
Tmem150a,TMEM150A
Zbtb37,ZBTB37
4931406B18Rik,SIGLECL1
Igkv20-101-2,IGKV1OR2-108
Smtnl2,SMTNL2
Mrpl30,MRPL30
Vps37b,VPS37B
Syt16,SYT16
Bzw1,BZW1
Gm24263,RNU6-806P
Vmn1r6,VN1R5
Gm23421,RNU6-294P
Bud13,BUD13
Acbd3,ACBD3
Krt23,KRT23
Hgfac,HGFAC
Tlx1,TLX1
Phospho1,PHOSPHO1
Hormad1,HORMAD1
Prr23a3,PRR23A
Prr23a3,PRR23B
Prr23a3,PRR23C
Gm26327,RNU6-24P
Snora78,SNORA78
Hoxd12,HOXD12
Cetn3,CETN3
Gm24616,SNORA4
St6galnac1,ST6GALNAC1
Ak6,TAF9
Fabp9,FABP9
Eif3b,EIF3B
Polr3k,POLR3K
Mmp12,MMP12
Prl7d1,PRL
Kbtbd12,KBTBD12
Ffar2,FFAR2
Rprd2,RPRD2
Cyb561d2,CYB561D2
Ankrd17,ANKRD17
Slc40a1,SLC40A1
Fabp2,FABP2
Pcnx2,PCNX2
Zfp74,ZNF569
Zfp987,ZNF34
Art4,ART4
Rbm4,RBM4
Rpl15,RPL15
Trim45,TRIM45
Raet1d,RAET1E
Adam12,ADAM12
Sp110,SP110
Ebna1bp2,EBNA1BP2
Foxp2,FOXP2
Ccdc174,CCDC174
Gask1a,GASK1A
Psenen,PSENEN
Marchf2,MARCHF2
Rpusd3,RPUSD3
Elmod3,ELMOD3
Tstd1,TSTD1
Ccr2,CCR2
Thumpd3,THUMPD3
Parp1,PARP1
Mettl24,METTL24
Tfrc,TFRC
Nbeal2,NBEAL2
Fbxo36,FBXO36
Prkar2a,PRKAR2A
Myo5a,MYO5A
Gm24067,SNORD105
Pramel23,PRAMEF12
Pramel23,PRAMEF15
Pramel23,PRAMEF14
Pramel23,PRAMEF19
Pramel23,PRAMEF17
Pramel23,PRAMEF20
Pramel23,PRAMEF27
Pramel23,PRAMEF25
Pramel23,PRAMEF9
Pramel23,PRAMEF26
Rit1,RIT1
Slc41a3,SLC41A3
Lmod1,LMOD1
Slfn5,SLFN5
Pa2g4,PA2G4
Ms4a6d,MS4A6A
Ms4a6d,MS4A6E
Epha6,EPHA6
Ptp4a3,PTP4A3
Exosc5,EXOSC5
P3r3urf,P3R3URF
Usp7,USP7
Il17rd,IL17RD
Stat5b,STAT5B
Ptpn11,PTPN11
Nobox,NOBOX
Zfp712,ZNF845
Gm26143,RNU6-415P
Gm22087,RNU6-725P
Vmn1r43,VN1R5
Krtap4-16,KRTAP4-1
Creld1,CRELD1
Prkd3,PRKD3
Iqgap3,IQGAP3
Tatdn2,TATDN2
Pnkp,PNKP
Gdf6,GDF6
Dtx3l,DTX3L
Fbxo46,FBXO46
Glb1l3,GLB1L3
Ecel1,ECEL1
Nudcd1,NUDCD1
Pkd2l2,PKD2L2
Csrnp2,CSRNP2
Pagr1a,PAGR1
Pcdhac2,PCDHAC2
Khk,KHK
Sass6,SASS6
Tcta,TCTA
Clec2d,CLEC2D
Efhd1,EFHD1
Tmem53,TMEM53
Slc22a14,SLC22A14
Dennd1b,DENND1B
Zbtb9,ZBTB9
Lrrc2,LRRC2
Pard3b,PARD3B
Mylk,MYLK
Gm22591,RNU6-108P
Cidec,CIDEC
Inafm2,INAFM2
Slc29a4,SLC29A4
Sdc1,SDC1
Prss1,PRSS1
Prss1,PRSS2
Tomm20,TOMM20
Ramp1,RAMP1
Pik3c2a,PIK3C2A
Zmat3,ZMAT3
Fmo5,FMO5
Pramel12,PRAMEF12
Pramel12,PRAMEF15
Pramel12,PRAMEF14
Pramel12,PRAMEF19
Pramel12,PRAMEF17
Pramel12,PRAMEF20
Pramel12,PRAMEF27
Pramel12,PRAMEF25
Pramel12,PRAMEF9
Pramel12,PRAMEF26
Gm9008,RNF26
Hsd3b1,HSD3B2
Hsd3b1,HSD3B1
Sprtn,SPRTN
Brd8,BRD8
Fyttd1,FYTTD1
Cers2,CERS2
Parl,PARL
Rbm34,RBM34
Nrtn,NRTN
Casq1,CASQ1
Syt15,SYT15
Tmem240,TMEM240
Prelp,PRELP
Ctbs,CTBS
Slc35a4,SLC35A4
Gpa33,GPA33
Aagab,AAGAB
Klhl30,KLHL30
Hoxb5,HOXB5
Ldhb,LDHB
Serinc4,SERINC4
Smim7,SMIM7
Abcc5,ABCC5
Sec22c,SEC22C
Flg,FLG
Gorab,GORAB
BC034090,KIAA1614
Phf7,PHF7
1700003E16Rik,C2orf81
Lmod3,LMOD3
Abcc1,ABCC1
Ovch2,OVCH2
Abcc9,ABCC9
Hexdc,HEXD
Sparc,SPARC
Zfp560,ZNF121
Gm43218,IGKV4-1
Haghl,HAGHL
Tigd2,TIGD2
Erh,ERH
9930012K11Rik,C8orf58
Vcpip1,VCPIP1
Tsn,TSN
Chdh,CHDH
Acvrl1,ACVRL1
Frg2f1,FRG2C
Ifi30,IFI30
Tmem221,TMEM221
Rgs18,RGS18
Thyn1,THYN1
Pcbp1,PCBP1
Tmem95,TMEM95
Agfg1,AGFG1
Gm24253,SNORD1C
Cntn3,CNTN3
Rnf39,RNF39
Rtbdn,RTBDN
Cdc14b,CDC14C
Ndufs2,NDUFS2
Baz1a,BAZ1A
Nt5c3,NT5C3A
Ythdf2,YTHDF2
Ddx1,DDX1
Gm23412,RNU6-547P
Oas3,OAS3
Pira2,LILRA6
Pira2,LILRB5
Pira2,LILRB3
Pira2,LILRA5
Pira2,LILRA4
Inka2,INKA2
Ddx47,DDX47
Dus1l,DUS1L
P2rx2,P2RX2
Mlxipl,MLXIPL
Pcdhb16,PCDHB13
Wars2,WARS2
Iqschfp,SCHIP1
Iqschfp,IQCJ-SCHIP1
Nucks1,NUCKS1
Atp5g2,ATP5MC2
Hinfp,HINFP
Acsm4,ACSM4
Vsig10l,VSIG10L
Actrt2,ACTRT2
Fads2,FADS2
Scn4a,SCN4A
Golgb1,GOLGB1
Erbb2,ERBB2
Acad8,ACAD8
Kcnf1,KCNF1
Sh3tc1,SH3TC1
Ddx41,DDX41
Pid1,PID1
Steap1,STEAP1
Hdgf,HDGF
Mrpl58,MRPL58
Pcdhb12,PCDHB5
Mob2,MOB2
Diaph1,DIAPH1
Stx19,STX19
Fzd10,FZD10
Wdr81,WDR81
Cep104,CEP104
Mei4,MEI4
Aspa,ASPA
Adgrl1,ADGRL1
Cd244a,CD244
Tctn2,TCTN2
Snx27,SNX27
Tmem63a,TMEM63A
Pafah1b1,PAFAH1B1
Pigr,PIGR
Fyco1,FYCO1
Llph,LLPH
Cchcr1,CCHCR1
Gm10100,KRTAP4-5
Gm10024,KRTAP4-5
Nudt4,NUDT4B
Flg2,FLG2
Ackr4,ACKR4
Vps54,VPS54
Dnajb1,DNAJB1
Hoxa13,HOXA13
Pten,PTEN
Gm22287,RNU6-681P
Uba52,UBA52
Klf1,KLF1
Exoc6b,EXOC6B
Dot1l,DOT1L
Hsd17b6,HSD17B6
Cdc42bpa,CDC42BPA
Mst1,MST1
Lrrc47,LRRC47
Ap1m1,AP1M1
Tmem120b,TMEM120B
Celf2,CELF2
Phgdh,PHGDH
Fcrla,FCRLA
Apoc3,APOC3
Ranbp10,RANBP10
Capn7,CAPN7
Clec10a,CLEC10A
9430015G10Rik,C1orf159
Stat2,STAT2
Gm22543,RNU6-539P
Igkv6-25,IGKV4-1
Gm43064,AP4B1
Sult1c2,SULT1C2
Myocd,MYOCD
Snord99,SNORD99
Tnfrsf1a,TNFRSF1A
Midn,MIDN
Nudt17,NUDT17
Pacrg,PACRG
Man2a1,MAN2A1
Pax4,PAX4
Vmn1r36,VN1R5
Mpp2,MPP2
Rnf2,RNF2
Arl13b,ARL13B
Ap1g1,AP1G1
Gm26293,SNORD70B
Wdr91,WDR91
Lrrc20,LRRC20
Gm28557,ZNF429
Rab34,RAB34
Gpr141,GPR141
Zfp979,ZNF34
Nuak1,NUAK1
Hmces,HMCES
Prl2a1,PRL
Acsm1,ACSM1
Gtf3c2,GTF3C2
Fgfr4,FGFR4
Toe1,TOE1
Ly6g6d,LY6G6D
Rad54l,RAD54L
Sptbn2,SPTBN2
Vps52,VPS52
Gbp2,GBP2
Gpr87,GPR87
Fah,FAH
Gm45785,BET1L
Il16,IL16
Cd63,CD63
Chia1,CHIA
Prkd2,PRKD2
Nsg1,NSG1
Cdk5rap2,CDK5RAP2
Zbtb18,ZBTB18
Kif14,KIF14
Tspan2,TSPAN2
Zfp446,ZNF446
Gper1,GPER1
R3hdm1,R3HDM1
Fam98c,FAM98C
Cyhr1,CYHR1
Rab42,RAB42
Cd47,CD47
Hapln3,HAPLN3
Vash2,VASH2
Tmem40,TMEM40
Ptprc,PTPRC
Gm25867,RNU6-1046P
Eloa,ELOA
Rps6kc1,RPS6KC1
Eif4b,EIF4B
Zfp101,ZNF700
Zfp101,ZNF878
Cdca3,CDCA3
1700001P01Rik,C17orf98
Xpc,XPC
Gm25007,RNU2-38P
Gabpb2,GABPB2
Tubg2,TUBG2
Fam187b,FAM187B
Gm26265,SNORA50A
Evi2,EVI2B
Scrn2,SCRN2
Cdc7,CDC7
Adgrl3,ADGRL3
Ubr4,UBR4
Adprm,ADPRM
Dpf1,DPF1
Vmn1r13,VN1R5
Ppp1r16a,PPP1R16A
Dusp1,DUSP1
Mmp28,MMP28
Riiad1,RIIAD1
Nvl,NVL
Zwilch,ZWILCH
Cd46,CD46
Nt5c,NT5C
Unc13d,UNC13D
Gm23975,RNU6-477P
Plk3,PLK3
Them4,THEM4
Rergl,RERGL
Mrpl27,MRPL27
Wdr37,WDR37
Tmem238l,TMEM238L
Iqank1,IQANK1
Tfcp2,TFCP2
Vmn1r54,VN1R5
Zpbp2,ZPBP2
Rusc2,RUSC2
Snx14,SNX14
Sirt6,SIRT6
Neurog2,NEUROG2
Gpr62,GPR62
Tnrc6c,TNRC6C
Lrrtm3,LRRTM3
Atg7,ATG7
Ppm1d,PPM1D
Fbxw16,FBXW12
4930433I11Rik,C2orf78
Cdk13,CDK13
Syce1,SYCE1
Fam149b,FAM149B1
Sap130,SAP130
Aldh1l1,ALDH1L1
Tlr9,TLR9
Slc11a2,SLC11A2
Zscan21,ZSCAN21
Adamts15,ADAMTS15
Klrc2,KLRC1
Mug1,CPAMD8
Zfp410,ZNF410
Tmem9b,TMEM9B
Bloc1s1,BLOC1S1
Fam131b,FAM131B
Ms4a4d,MS4A4E
Vmn1r45,VN1R5
Traf3ip3,TRAF3IP3
Cic,CIC
Larp1,LARP1
Gimap3,GIMAP5
Sncb,SNCB
Rab3ip,RAB3IP
Map3k3,MAP3K3
Pcdhb2,PCDHB2
Kcnj16,KCNJ16
Rps25,RPS25
Mir216a,MIR216A
Kat2a,KAT2A
Efcab5,EFCAB5
Hsd17b1,HSD17B1
Dap,DAP
Rassf9,RASSF9
Apoc2,APOC4-APOC2
Apoc2,APOC2
Csad,CSAD
Gm24041,RNU1-93P
Parp9,PARP9
Ephb1,EPHB1
Otop1,OTOP1
Plch1,PLCH1
Rcsd1,RCSD1
Kras,KRAS
Gstm2,GSTM1
Wnt10a,WNT10A
Akirin1,AKIRIN1
Car11,CA11
Dph2,DPH2
Zfp60,ZNF780A
Gjc1,GJC1
Rrad,RRAD
Cenps,CENPS-CORT
Cenps,CENPS
Snord71,SNORD71
Gm5771,PRSS1
Gm5771,PRSS2
Map10,MAP10
Ntm,NTM
Cks1b,CKS1B
Rdh9,RDH16
Rsrp1,RSRP1
Kifc5b,KIFC1
Cnga3,CNGA3
Parp3,PARP3
Gm21304,ALYREF
Cela3a,CELA3B
Cela3a,CELA3A
Slc12a1,SLC12A1
Zfp952,ZNF700
Zfp952,ZNF878
Zfp59,ZNF780A
Mfn2,MFN2
Gm23330,RNU1-39P
Pole,POLE
Cspp1,CSPP1
Mir10b,MIR10B
Ecm1,ECM1
Syt13,SYT13
Prl8a8,PRL
Abcb10,ABCB10
Nup85,NUP85
Otog,OTOG
Dhx36,DHX36
Rela,RELA
Sirt4,SIRT4
Clnk,CLNK
Rd3,RD3
Syf2,SYF2
Apbb3,APBB3
Ggn,GGN
Psme4,PSME4
Tsc2,TSC2
Sntb2,SNTB2
Dcaf8,DCAF8
Cdk5r2,CDK5R2
Lhx9,LHX9
Kptn,KPTN
Pidd1,PIDD1
Meioc,MEIOC
Gtdc1,GTDC1
Tlcd1,TLCD1
Rcn3,RCN3
Rasal1,RASAL1
Snapc5,SNAPC5
Tyw3,TYW3
Prrt2,PRRT2
Gm38392,RHBG
Kif9,KIF9
Lamc2,LAMC2
Blzf1,BLZF1
Gm7138,KRTAP4-5
Gm7138,KRTAP9-1
Defa27,DEFA1
Defa27,DEFA1B
Gm23680,RNU1-96P
Ddx6,DDX6
Gm49721,RNASET2
Tom1l2,TOM1L2
Bbs2,BBS2
Ttc24,TTC24
Mill2,MICA
Ttc21a,TTC21A
Pcdhb3,PCDHB3
Itga10,ITGA10
Cryba1,CRYBA1
Ppp2r2b,PPP2R2B
Ficd,FICD
Mdh2,MDH2
Snora74a,SNORA74A
Nsd1,NSD1
Kcnc3,KCNC3
Mgam2-ps,MGAM2
Ccn1,CCN1
Arhgef5,ARHGEF5
Matr3,MATR3
Aste1,ASTE1
Sox8,SOX8
Proser3,PROSER3
Ermap,ERMAP
Nr4a3,NR4A3
Defa39,DEFA1
Defa39,DEFA1B
C4bp,C4BPA
Usp2,USP2
Tsacc,TSACC
Ccdc93,CCDC93
Pnrc2,PNRC2
Siglech,SIGLEC6
Siglech,CD33
Gk5,GK5
Pigv,PIGV
Ptp4a1,PTP4A1
Slco1c1,SLCO1C1
Akt3,AKT3
Adcy6,ADCY6
Abhd11,ABHD11
Mir137,MIR137
Evpl,EVPL
Slc16a3,SLC16A3
Spink6,SPINK6
Zc3h6,ZC3H6
Ston2,STON2
Best2,BEST2
Ube2ql1,UBE2QL1
Hoxa3,HOXA3
Pkd1l3,PKD1L3
Parp6,PARP6
Tmem37,TMEM37
Gm23453,RNU6-1048P
Stard10,STARD10
Ifrd2,IFRD2
Khdc4,KHDC4
Ttc27,TTC27
Pbxip1,PBXIP1
Golt1a,GOLT1A
St14,ST14
Mpz,MPZ
Arf1,ARF1
Tle7,TLE7
Eef1d,EEF1D
Cpne9,CPNE9
Atp5g3,ATP5MC3
Lrif1,LRIF1
n-R5s139,RNA5S7
Spred3,SPRED3
Zfp955b,ZNF700
Zfp955b,ZNF878
Rfx2,RFX2
Cdkn1c,CDKN1C
Cln3,CLN3
Nxnl2,NXNL2
Rmnd1,RMND1
Slc23a1,SLC23A1
Tyrobp,TYROBP
Ypel2,YPEL2
Trex1,TREX1
Cpb1,CPB1
Pcdhb5,PCDHB4
Gas8,GAS8
Kcnj9,KCNJ9
Hvcn1,HVCN1
Jtb,JTB
Ccser1,CCSER1
Eprs,EPRS1
Htr4,HTR4
Tmem45a,TMEM45A
Atcay,ATCAY
Ccdc82,CCDC82
Pcdhb18,PCDHB9
Pcdhb18,PCDHB10
Galk1,GALK1
Azin1,AZIN1
Cmtm3,CMTM3
Sh2d7,SH2D7
AU021092,C16orf89
Mettl7a2,METTL7A
Golga4,GOLGA4
Fbxl8,FBXL8
Pyroxd1,PYROXD1
Eif3g,EIF3G
Cstdc6,CSTA
Gm25698,RNU6-31P
Kif1a,KIF1A
Vamp1,VAMP1
Atxn7l3,ATXN7L3
Gdf1,GDF1
Gm23355,RNU6-17P
Abcf2,ABCF2-H2BE1
Gm25308,RNU1-150P
Il11ra2,IL11RA
Hnrnpc,HNRNPC
Hnrnpc,HNRNPCL1
Hnrnpc,HNRNPCL2
Hnrnpc,HNRNPCL4
Hnrnpc,HNRNPCL3
Garem2,GAREM2
Fcgr2b,FCGR2A
Fcgr2b,FCGR2C
Fcgr2b,FCGR2B
Unc119,UNC119
Tmem52b,TMEM52B
Il12a,IL12A
Stk16,STK16
Proca1,PROCA1
Hrh2,HRH2
Spam1,SPAM1
Dlg2,DLG2
Atr,ATR
Tmem238,TMEM238
Pomgnt2,POMGNT2
Mrpl38,MRPL38
Aff1,AFF1
Raf1,RAF1
Defb18,DEFB113
Igkv6-15,IGKV4-1
Slc25a19,SLC25A19
Tmbim4,TMBIM4
Mir181b-1,MIR181B1
Gpr149,GPR149
Rad51d,RAD51D
Ngf,NGF
Kash5,KASH5
Hnrnpu,HNRNPU
Prrc1,PRRC1
Dcstamp,DCSTAMP
Rps20,RPS20
Bbip1,BBIP1
Six5,SIX5
Pithd1,PITHD1
Qtrt1,QTRT1
Aph1a,APH1A
Qpct,QPCT
Krt7,KRT7
Sec13,SEC13
Tmem127,TMEM127
Myot,MYOT
Ghrl,GHRL
Cyb5r2,CYB5R2
Ccnj,CCNJ
Vps13b,VPS13B
Ces2e,CES2
Efna3,EFNA3
Elavl4,ELAVL4
Nhlh1,NHLH1
Arhgap11a,ARHGAP11A
Arhgap11a,ARHGAP11B
Higd1a,HIGD1A
Map3k19,MAP3K19
Adap2,ADAP2
Ctsk,CTSK
Adh5,ADH5
Enpp7,ENPP7
Ggh,GGH
Rgs2,RGS2
Rapgef2,RAPGEF2
Itgb3bp,ITGB3BP
Myo15b,MYO15B
Pik3r6,PIK3R6
Phaf1,PHAF1
9130409I23Rik,DEGS1
Mdfic2,MDFIC2
Homer3,HOMER3
Vps72,VPS72
Gm24977,RNU1-76P
Ehbp1,EHBP1
Rnf19b,RNF19B
Cers1,GDF1
Gm25979,SNORA70I
Gm25979,SNORA70J
Gm25979,SNORA70D
Gm25979,SNORA70H
Gm25979,SNORA70B
Mir449a,MIR449A
Mir449a,MIR449B
